unix_ts_recv,seq,rtt_ms,t_send_unix,warmup,test_id,condition,camera_mode,lidar_mode,video_enabled,lidar_enabled
1779496795.2137234,5684,8.1415,1779496795.205582,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496795.311427,5685,4.5915,1779496795.3068357,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496795.4151013,5686,7.1316,1779496795.4079697,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496795.5249052,5687,16.2041,1779496795.508701,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496795.61885,5688,9.9678,1779496795.6088822,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496795.7283854,5689,19.2926,1779496795.7090929,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496795.81893,5690,9.4159,1779496795.809514,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496795.983329,5691,73.1225,1779496795.9102066,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496796.068193,5692,57.5728,1779496796.01062,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496796.151048,5693,40.0016,1779496796.1110463,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496796.2381566,5694,26.4766,1779496796.21168,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496796.322675,5695,10.457,1779496796.312218,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496796.4261122,5696,13.1867,1779496796.4129255,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496796.5317419,5697,18.3983,1779496796.5133436,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496796.630498,5698,16.6123,1779496796.6138856,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496796.7867885,5699,72.7806,1779496796.7140079,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496796.8706782,5700,56.0071,1779496796.814671,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496796.93844,5701,23.3693,1779496796.9150708,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496797.0422628,5702,27.0755,1779496797.0151873,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496797.122475,5703,6.7096,1779496797.1157653,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496797.232687,5704,16.5014,1779496797.2161856,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496797.3293056,5705,12.7006,1779496797.316605,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496797.432859,5706,16.1452,1779496797.4167137,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496797.5272453,5707,10.1626,1779496797.5170827,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496797.64144,5708,23.5553,1779496797.6178846,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496797.7290313,5709,9.9745,1779496797.7190568,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496797.83888,5710,19.4325,1779496797.8194475,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496797.9294605,5711,9.1414,1779496797.920319,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496798.0585022,5712,37.8642,1779496798.020638,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496798.1357167,5713,14.4501,1779496798.1212666,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496798.241693,5714,19.8617,1779496798.2218313,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496798.3368437,5715,14.338,1779496798.3225057,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496798.4353347,5716,11.3227,1779496798.424012,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496798.5355248,5717,10.1492,1779496798.5253756,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496798.643786,5718,17.9586,1779496798.6258273,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496798.7309546,5719,4.5011,1779496798.7264535,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496798.8417165,5720,14.8485,1779496798.826868,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496798.9410114,5721,13.6189,1779496798.9273925,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496799.0470908,5722,19.0754,1779496799.0280154,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496799.1585226,5723,30.3974,1779496799.1281252,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496799.2502387,5724,21.8029,1779496799.2284358,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496799.3378806,5725,8.3771,1779496799.3295035,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496799.4450173,5726,15.0492,1779496799.429968,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496799.5409064,5727,10.4876,1779496799.5304189,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496799.6461713,5728,14.8742,1779496799.631297,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496799.7395513,5729,8.0228,1779496799.7315285,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496799.8622305,5730,30.3602,1779496799.8318703,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496799.9420376,5731,9.5105,1779496799.932527,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496800.0507376,5732,17.9477,1779496800.03279,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496800.143972,5733,10.6256,1779496800.1333463,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496800.2508082,5734,16.6738,1779496800.2341344,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496800.3419194,5735,7.3254,1779496800.334594,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496800.454043,5736,18.9729,1779496800.43507,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496800.5652258,5737,29.6245,1779496800.5356014,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496800.6540213,5738,17.8537,1779496800.6361675,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496800.7478688,5739,11.1501,1779496800.7367187,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496800.8415213,5740,4.5629,1779496800.8369584,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496800.9554443,5741,17.971,1779496800.9374733,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496801.0558891,5742,10.3841,1779496801.045505,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496801.1570954,5743,11.2469,1779496801.1458485,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496801.2603195,5744,14.076,1779496801.2462435,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496801.3563476,5745,9.6803,1779496801.3466673,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496801.4859486,5746,38.3425,1779496801.447606,False,C6_full_detail,C6_full_detail,normal,detail,True,True
1779496801.5723522,5747,24.5101,1779496801.547842,False,C6_full_detail,C6_full_detail,normal,detail,True,True
